UserId,PoisName,EnterTime,ExitTime
1,finestra,2020-10-06 15:45:39,2020-10-06 16:13:04
1,finestra,2020-10-06 16:23:45,2020-10-06 17:32:58
1,chinol,2020-10-07 14:24:11,2020-10-07 16:46:18
1,chinol,2020-10-07 18:24:38,2020-10-07 18:56:07
1,finestra,2020-10-07 20:25:02,2020-10-07 20:53:31
1,chinol,2020-10-07 21:28:56,2020-10-07 22:48:44
1,chinol,2020-10-08 00:40:38,2020-10-08 01:15:01
1,chinol,2020-10-08 02:13:59,2020-10-08 04:48:27
1,chinol,2020-10-08 05:07:08,2020-10-08 05:42:22
1,finestra,2020-10-08 06:12:24,2020-10-08 07:37:05
1,chinol,2020-10-08 12:58:32,2020-10-08 13:01:14
1,chinol,2020-10-08 14:02:04,2020-10-08 14:42:39
1,chinol,2020-10-08 15:46:33,2020-10-08 16:45:30
1,finestra,2020-10-08 17:35:08,2020-10-08 17:47:16
1,chinol,2020-10-08 18:07:13,2020-10-08 20:37:51
1,chinol,2020-10-08 21:22:46,2020-10-08 21:37:30
1,chinol,2020-10-08 23:37:01,2020-10-09 00:43:42
1,chinol,2020-10-09 00:52:33,2020-10-09 01:20:06
1,finestra,2020-10-09 02:07:30,2020-10-09 03:04:15
1,finestra,2020-10-09 04:41:42,2020-10-09 07:35:17
1,chinol,2020-10-09 08:26:56,2020-10-09 08:53:07
1,chinol,2020-10-09 09:50:48,2020-10-09 10:33:54
1,chinol,2020-10-09 11:31:22,2020-10-09 13:15:11
1,chinol,2020-10-09 14:29:58,2020-10-09 15:50:38
1,finestra,2020-10-09 15:54:14,2020-10-09 16:29:33
1,chinol,2020-10-09 18:14:04,2020-10-09 19:40:37
1,chinol,2020-10-10 10:38:06,2020-10-10 11:05:29
1,chinol,2020-10-11 12:40:30,2020-10-11 14:59:20
1,finestra,2020-10-11 15:10:02,2020-10-11 17:13:54
1,finestra,2020-10-11 17:39:11,2020-10-11 18:10:40
1,finestra,2020-10-11 19:04:05,2020-10-11 19:20:48
1,chinol,2020-10-11 19:23:41,2020-10-11 19:58:51
1,chinol,2020-10-11 20:01:23,2020-10-11 20:04:37
1,finestra,2020-10-11 20:29:07,2020-10-11 20:58:14
1,finestra,2020-10-11 21:11:21,2020-10-11 22:12:15
1,chinol,2020-10-11 22:20:52,2020-10-11 23:01:45
1,chinol,2020-10-12 15:43:51,2020-10-12 16:06:46
1,chinol,2020-10-13 10:26:07,2020-10-13 13:15:45
1,finestra,2020-10-13 14:02:23,2020-10-13 14:58:26
1,finestra,2020-10-13 15:48:54,2020-10-13 16:36:50
1,chinol,2020-10-13 18:57:28,2020-10-13 19:02:13
1,chinol,2020-10-13 20:48:50,2020-10-13 22:07:05
1,finestra,2020-10-13 23:29:40,2020-10-14 00:39:05
1,chinol,2020-10-14 08:08:14,2020-10-14 10:25:54
1,finestra,2020-10-14 11:19:50,2020-10-14 12:02:03
1,finestra,2020-10-14 13:06:23,2020-10-14 14:40:58
1,finestra,2020-10-14 15:01:07,2020-10-14 16:11:39
1,finestra,2020-10-14 16:31:39,2020-10-14 17:19:46
1,finestra,2020-10-14 18:50:03,2020-10-14 21:31:57
1,chinol,2020-10-14 22:27:00,2020-10-14 22:33:31
1,chinol,2020-10-14 22:58:19,2020-10-14 23:40:38
1,chinol,2020-10-15 02:04:06,2020-10-15 02:05:27
1,finestra,2020-10-15 09:17:24,2020-10-15 09:42:20
1,finestra,2020-10-15 11:39:47,2020-10-15 12:52:36
1,chinol,2020-10-15 13:15:43,2020-10-15 13:36:50
1,chinol,2020-10-15 15:43:21,2020-10-15 16:05:07
1,chinol,2020-10-15 16:11:45,2020-10-15 17:07:48
1,chinol,2020-10-15 17:10:20,2020-10-15 17:54:31
1,chinol,2020-10-15 18:17:11,2020-10-15 18:30:58
1,finestra,2020-10-16 14:39:33,2020-10-16 15:07:59
1,chinol,2020-10-16 16:04:20,2020-10-16 16:32:26
1,chinol,2020-10-16 16:44:49,2020-10-16 17:09:51
1,finestra,2020-10-16 17:15:07,2020-10-16 17:58:44
1,finestra,2020-10-16 18:33:17,2020-10-16 19:42:47
1,chinol,2020-10-16 20:31:07,2020-10-16 21:08:39
1,finestra,2020-10-16 23:01:10,2020-10-17 00:50:16
1,chinol,2020-10-17 08:27:31,2020-10-17 11:15:52
1,chinol,2020-10-17 11:59:03,2020-10-17 12:37:46
1,chinol,2020-10-17 14:53:59,2020-10-17 15:43:46
1,finestra,2020-10-17 16:11:48,2020-10-17 16:46:33
1,chinol,2020-10-17 16:49:51,2020-10-17 17:23:00
1,chinol,2020-10-18 13:08:54,2020-10-18 13:53:13
1,finestra,2020-10-18 15:40:47,2020-10-18 17:33:16
1,finestra,2020-10-18 18:11:36,2020-10-18 19:06:57
1,chinol,2020-10-18 21:03:12,2020-10-18 22:38:19
1,chinol,2020-10-18 23:17:02,2020-10-18 23:57:37
1,chinol,2020-10-19 01:55:12,2020-10-19 02:53:08
1,chinol,2020-10-19 03:25:39,2020-10-19 04:18:08
1,chinol,2020-10-19 05:00:23,2020-10-19 06:31:26
1,finestra,2020-10-19 11:08:24,2020-10-19 11:38:32
1,chinol,2020-10-19 11:55:06,2020-10-19 13:17:39
1,finestra,2020-10-19 13:41:44,2020-10-19 14:08:35
1,chinol,2020-10-19 14:28:04,2020-10-19 16:36:36
1,finestra,2020-10-19 19:03:37,2020-10-19 21:03:50
1,chinol,2020-10-19 21:13:28,2020-10-19 23:21:02
1,finestra,2020-10-20 01:04:03,2020-10-20 01:23:41
1,finestra,2020-10-20 02:14:25,2020-10-20 02:21:29
1,chinol,2020-10-20 02:59:41,2020-10-20 03:36:59
1,finestra,2020-10-20 09:30:23,2020-10-20 09:36:23
1,finestra,2020-10-20 12:00:14,2020-10-20 12:13:20
1,finestra,2020-10-20 14:08:56,2020-10-20 15:10:47
1,finestra,2020-10-20 15:54:15,2020-10-20 16:05:42
1,chinol,2020-10-20 17:01:29,2020-10-20 17:54:50
1,finestra,2020-10-20 18:16:19,2020-10-20 20:02:50
1,finestra,2020-10-20 20:15:24,2020-10-20 20:43:47
1,chinol,2020-10-20 21:35:58,2020-10-21 00:01:33
1,chinol,2020-10-21 00:35:44,2020-10-21 03:13:33
1,chinol,2020-10-21 07:24:16,2020-10-21 07:55:26
1,chinol,2020-10-21 08:04:19,2020-10-21 09:02:55
1,finestra,2020-10-21 09:06:35,2020-10-21 09:16:19
1,finestra,2020-10-21 09:28:38,2020-10-21 09:29:19
1,finestra,2020-10-21 09:51:42,2020-10-21 10:15:44
1,chinol,2020-10-21 10:43:11,2020-10-21 11:06:16
1,finestra,2020-10-22 08:59:19,2020-10-22 09:33:41
1,finestra,2020-10-22 11:22:13,2020-10-22 11:43:20
1,chinol,2020-10-22 14:23:13,2020-10-22 14:57:23
1,finestra,2020-10-22 15:57:37,2020-10-22 16:46:47
1,finestra,2020-10-22 17:44:11,2020-10-22 18:02:38
1,chinol,2020-10-22 18:39:42,2020-10-22 19:27:25
1,chinol,2020-10-22 19:50:59,2020-10-22 21:58:20
1,chinol,2020-10-22 22:46:36,2020-10-22 23:26:12
1,chinol,2020-10-23 01:51:32,2020-10-23 02:02:46
1,finestra,2020-10-23 02:08:17,2020-10-23 03:40:45
1,chinol,2020-10-23 10:15:17,2020-10-23 11:41:38
1,chinol,2020-10-23 12:15:44,2020-10-23 12:47:19
1,finestra,2020-10-23 13:45:43,2020-10-23 16:10:37
1,finestra,2020-10-23 16:22:23,2020-10-23 16:40:35
1,chinol,2020-10-23 16:41:11,2020-10-23 17:37:26
1,chinol,2020-10-23 17:45:47,2020-10-23 19:37:20
1,finestra,2020-10-23 20:34:14,2020-10-23 23:03:00
1,finestra,2020-10-24 00:08:58,2020-10-24 00:31:48
1,finestra,2020-10-24 15:11:45,2020-10-24 16:51:30
1,chinol,2020-10-25 14:02:40,2020-10-25 14:26:28
1,finestra,2020-10-25 16:37:41,2020-10-25 16:46:11
1,chinol,2020-10-25 18:59:01,2020-10-25 20:30:14
1,chinol,2020-10-25 21:09:16,2020-10-25 21:15:30
1,finestra,2020-10-26 11:16:51,2020-10-26 12:00:48
1,chinol,2020-10-26 12:47:21,2020-10-26 13:19:00
1,finestra,2020-10-26 14:02:06,2020-10-26 14:45:51
1,finestra,2020-10-26 15:13:14,2020-10-26 15:45:29
1,finestra,2020-10-26 16:27:02,2020-10-26 16:57:12
1,chinol,2020-10-27 13:22:46,2020-10-27 13:45:56
1,finestra,2020-10-27 14:15:23,2020-10-27 15:10:55
1,chinol,2020-10-27 17:02:14,2020-10-27 17:04:47
1,chinol,2020-10-27 17:58:40,2020-10-27 19:08:24
1,chinol,2020-10-27 19:26:57,2020-10-27 20:06:10
1,chinol,2020-10-27 21:59:35,2020-10-27 22:19:06
1,chinol,2020-10-27 23:53:05,2020-10-28 00:43:19
1,chinol,2020-10-28 03:38:35,2020-10-28 03:49:11
1,finestra,2020-10-28 04:06:26,2020-10-28 04:11:04
1,finestra,2020-10-28 15:26:19,2020-10-28 16:29:06
1,finestra,2020-10-28 17:39:32,2020-10-28 18:33:29
1,chinol,2020-10-28 20:24:15,2020-10-28 22:58:06
1,finestra,2020-10-28 23:42:35,2020-10-29 00:18:52
1,chinol,2020-10-29 01:07:13,2020-10-29 02:30:15
1,finestra,2020-10-29 04:00:38,2020-10-29 05:23:48
1,finestra,2020-10-29 06:59:00,2020-10-29 07:40:19
1,finestra,2020-10-29 08:58:43,2020-10-29 09:17:42
1,chinol,2020-10-29 11:10:57,2020-10-29 11:22:13
1,chinol,2020-10-29 12:19:01,2020-10-29 14:22:46
1,finestra,2020-10-29 14:53:50,2020-10-29 15:38:25
1,chinol,2020-10-29 17:18:59,2020-10-29 18:38:39
1,chinol,2020-10-29 20:02:11,2020-10-29 22:46:27
1,finestra,2020-10-30 12:51:59,2020-10-30 13:22:59
1,chinol,2020-10-30 13:48:09,2020-10-30 15:39:55
1,chinol,2020-10-30 15:42:26,2020-10-30 16:13:22
1,finestra,2020-10-30 16:23:34,2020-10-30 16:51:52
1,finestra,2020-10-30 18:22:23,2020-10-30 20:17:16
1,chinol,2020-10-30 20:52:58,2020-10-30 21:44:44
1,finestra,2020-10-30 22:11:11,2020-10-30 22:25:16
1,finestra,2020-10-31 15:29:33,2020-10-31 16:06:38
1,finestra,2020-10-31 16:21:40,2020-10-31 16:43:52
1,chinol,2020-10-31 16:58:03,2020-10-31 17:20:35
1,finestra,2020-10-31 18:10:51,2020-10-31 19:10:31
1,chinol,2020-10-31 19:49:19,2020-10-31 21:53:16
1,chinol,2020-10-31 21:54:03,2020-11-01 00:54:15
1,chinol,2020-11-01 03:13:00,2020-11-01 04:35:48
1,chinol,2020-11-01 05:50:58,2020-11-01 06:31:37
1,chinol,2020-11-01 08:58:59,2020-11-01 09:42:33
1,finestra,2020-11-01 08:52:26,2020-11-01 09:09:39
1,finestra,2020-11-01 10:02:53,2020-11-01 11:14:26
1,chinol,2020-11-01 11:15:31,2020-11-01 11:49:06
1,chinol,2020-11-01 13:49:50,2020-11-01 14:26:18
1,finestra,2020-11-01 15:48:54,2020-11-01 16:41:25
1,chinol,2020-11-01 18:23:25,2020-11-01 19:59:22
1,finestra,2020-11-01 21:27:26,2020-11-01 21:35:46
1,finestra,2020-11-01 21:47:13,2020-11-01 21:53:14
1,finestra,2020-11-01 21:55:01,2020-11-01 23:31:09
1,finestra,2020-11-02 11:33:42,2020-11-02 13:22:35
1,finestra,2020-11-02 13:33:49,2020-11-02 14:59:47
1,finestra,2020-11-02 15:05:30,2020-11-02 17:39:36
1,finestra,2020-11-02 18:29:13,2020-11-02 19:54:38
1,chinol,2020-11-02 22:00:50,2020-11-02 22:27:12
1,finestra,2020-11-02 23:27:40,2020-11-02 23:30:40
1,chinol,2020-11-03 01:09:44,2020-11-03 01:45:59
1,finestra,2020-11-03 03:38:12,2020-11-03 04:24:24
1,finestra,2020-11-03 13:46:17,2020-11-03 15:28:41
1,finestra,2020-11-03 16:52:42,2020-11-03 19:25:02
1,chinol,2020-11-03 20:15:00,2020-11-03 20:28:35
1,finestra,2020-11-03 22:05:23,2020-11-03 22:58:41
1,chinol,2020-11-03 23:25:37,2020-11-03 23:53:21
1,finestra,2020-11-04 01:12:13,2020-11-04 01:16:14
1,chinol,2020-11-04 01:19:30,2020-11-04 02:10:46
1,chinol,2020-11-04 02:31:34,2020-11-04 03:57:02
1,finestra,2020-11-04 05:49:23,2020-11-04 06:20:25
1,finestra,2020-11-04 06:22:01,2020-11-04 06:56:17
1,finestra,2020-11-04 10:44:10,2020-11-04 12:02:59
1,chinol,2020-11-04 12:26:59,2020-11-04 12:55:29
1,finestra,2020-11-04 13:05:38,2020-11-04 14:13:03
1,finestra,2020-11-04 17:07:58,2020-11-04 17:23:40
1,finestra,2020-11-04 18:41:16,2020-11-04 21:09:46
1,chinol,2020-11-04 23:38:29,2020-11-05 01:13:39
1,finestra,2020-11-05 02:24:08,2020-11-05 02:48:03
1,finestra,2020-11-05 04:45:01,2020-11-05 05:46:11
1,finestra,2020-11-05 06:42:59,2020-11-05 07:52:46
1,chinol,2020-11-05 08:33:47,2020-11-05 11:00:47
1,chinol,2020-11-05 15:06:29,2020-11-05 16:28:41
1,finestra,2020-11-05 16:32:40,2020-11-05 18:04:18
1,chinol,2020-11-05 18:30:58,2020-11-05 18:54:48
1,chinol,2020-11-05 20:06:27,2020-11-05 20:07:03
1,finestra,2020-11-05 21:54:37,2020-11-05 23:53:14
1,chinol,2020-11-06 00:41:51,2020-11-06 01:36:30
1,chinol,2020-11-06 02:36:58,2020-11-06 03:06:22
1,finestra,2020-11-06 14:24:12,2020-11-06 15:10:07
1,finestra,2020-11-06 16:39:49,2020-11-06 17:17:22
1,chinol,2020-11-06 18:06:11,2020-11-06 18:42:43
1,finestra,2020-11-06 19:00:04,2020-11-06 19:44:50
1,finestra,2020-11-06 20:16:29,2020-11-06 20:35:22
1,chinol,2020-11-06 20:40:34,2020-11-06 21:53:00
1,finestra,2020-11-06 21:55:50,2020-11-06 23:14:59
1,finestra,2020-11-07 00:59:23,2020-11-07 01:44:05
1,finestra,2020-11-07 11:11:09,2020-11-07 12:26:34
1,chinol,2020-11-07 14:54:22,2020-11-07 14:55:52
1,chinol,2020-11-07 17:26:49,2020-11-07 19:06:14
1,finestra,2020-11-07 19:56:46,2020-11-07 21:10:15
1,finestra,2020-11-07 21:43:25,2020-11-07 22:47:54
1,chinol,2020-11-08 00:14:43,2020-11-08 01:37:32
1,chinol,2020-11-08 02:54:19,2020-11-08 03:55:08
1,finestra,2020-11-08 04:21:58,2020-11-08 05:24:53
1,chinol,2020-11-08 05:53:38,2020-11-08 06:19:58
1,chinol,2020-11-08 07:46:46,2020-11-08 08:32:24
1,finestra,2020-11-08 09:12:05,2020-11-08 09:27:04
1,finestra,2020-11-09 15:36:50,2020-11-09 15:52:12
1,finestra,2020-11-10 11:12:57,2020-11-10 13:13:51
1,finestra,2020-11-10 15:44:45,2020-11-10 18:30:11
1,chinol,2020-11-10 19:09:59,2020-11-10 20:47:00
1,chinol,2020-11-10 22:28:39,2020-11-11 00:09:25
1,chinol,2020-11-11 01:32:08,2020-11-11 01:34:40
1,finestra,2020-11-11 08:22:47,2020-11-11 08:46:03
1,chinol,2020-11-11 09:09:00,2020-11-11 09:59:20
1,finestra,2020-11-11 10:19:56,2020-11-11 10:47:58
1,chinol,2020-11-11 11:42:33,2020-11-11 12:54:04
1,finestra,2020-11-11 14:13:24,2020-11-11 15:14:01
1,finestra,2020-11-12 10:06:57,2020-11-12 10:43:19
1,chinol,2020-11-12 11:54:45,2020-11-12 12:35:16
1,finestra,2020-11-13 08:12:09,2020-11-13 09:16:38
1,chinol,2020-11-13 09:34:00,2020-11-13 11:29:27
1,finestra,2020-11-14 13:54:50,2020-11-14 15:53:51
1,chinol,2020-11-15 14:04:25,2020-11-15 16:56:21
1,finestra,2020-11-15 17:45:46,2020-11-15 18:54:13
1,finestra,2020-11-15 19:50:38,2020-11-15 22:19:08
1,finestra,2020-11-15 22:20:09,2020-11-15 23:12:53
1,chinol,2020-11-15 23:44:06,2020-11-16 00:21:26
1,chinol,2020-11-16 01:29:37,2020-11-16 03:10:06
1,chinol,2020-11-16 04:12:59,2020-11-16 06:02:48
1,finestra,2020-11-16 08:37:21,2020-11-16 08:58:35
1,chinol,2020-11-16 10:44:24,2020-11-16 13:14:44
1,chinol,2020-11-16 09:07:58,2020-11-16 09:34:45
1,finestra,2020-11-16 11:29:09,2020-11-16 12:20:22
1,finestra,2020-11-16 13:06:22,2020-11-16 13:22:43
1,chinol,2020-11-16 15:03:46,2020-11-16 15:40:07
1,finestra,2020-11-16 17:48:33,2020-11-16 18:07:00
1,finestra,2020-11-16 18:44:34,2020-11-16 19:24:13
1,finestra,2020-11-16 21:22:58,2020-11-16 21:26:22
1,chinol,2020-11-16 21:39:33,2020-11-16 21:45:41
1,finestra,2020-11-16 23:29:21,2020-11-16 23:39:53
1,finestra,2020-11-17 00:12:43,2020-11-17 01:05:41
1,finestra,2020-11-17 14:40:27,2020-11-17 14:55:19
1,chinol,2020-11-18 12:53:29,2020-11-18 13:15:28
1,chinol,2020-11-18 14:15:29,2020-11-18 14:38:19
1,finestra,2020-11-18 16:26:58,2020-11-18 18:49:23
1,finestra,2020-11-18 20:21:10,2020-11-18 21:04:06
1,finestra,2020-11-18 22:46:40,2020-11-18 23:37:31
1,chinol,2020-11-19 00:56:07,2020-11-19 02:21:30
1,finestra,2020-11-19 02:41:34,2020-11-19 03:46:25
1,finestra,2020-11-19 07:59:06,2020-11-19 08:32:03
1,finestra,2020-11-19 09:54:15,2020-11-19 10:49:50
1,finestra,2020-11-19 11:19:59,2020-11-19 11:41:20
1,finestra,2020-11-19 11:48:05,2020-11-19 13:29:47
1,finestra,2020-11-19 15:13:44,2020-11-19 15:40:39
1,chinol,2020-11-19 16:42:04,2020-11-19 18:23:08
1,chinol,2020-11-19 19:26:44,2020-11-19 19:32:26
1,chinol,2020-11-19 19:58:43,2020-11-19 20:27:01
1,finestra,2020-11-20 09:41:59,2020-11-20 10:33:10
1,finestra,2020-11-20 13:01:16,2020-11-20 13:36:23
1,finestra,2020-11-20 15:09:47,2020-11-20 15:28:09
1,finestra,2020-11-20 16:17:35,2020-11-20 16:49:36
1,finestra,2020-11-20 17:22:36,2020-11-20 17:47:53
1,chinol,2020-11-20 18:29:31,2020-11-20 18:56:31
1,chinol,2020-11-20 21:17:50,2020-11-20 22:40:34
1,chinol,2020-11-20 22:43:23,2020-11-20 23:16:53
1,finestra,2020-11-20 23:41:24,2020-11-21 00:12:53
1,chinol,2020-11-21 10:49:47,2020-11-21 12:37:38
1,chinol,2020-11-21 13:37:20,2020-11-21 13:48:10
1,finestra,2020-11-21 14:25:00,2020-11-21 14:30:03
1,finestra,2020-11-21 17:29:02,2020-11-21 19:04:17
1,chinol,2020-11-21 19:23:39,2020-11-21 22:13:01
1,finestra,2020-11-21 22:46:06,2020-11-21 23:37:28
1,chinol,2020-11-22 00:45:41,2020-11-22 01:07:39
1,chinol,2020-11-22 02:06:56,2020-11-22 03:05:26
1,chinol,2020-11-22 03:22:12,2020-11-22 04:34:14
1,chinol,2020-11-22 05:00:36,2020-11-22 06:58:57
1,finestra,2020-11-22 14:39:40,2020-11-22 16:15:33
1,chinol,2020-11-22 16:27:22,2020-11-22 17:40:10
1,chinol,2020-11-22 17:51:37,2020-11-22 18:50:38
1,chinol,2020-11-22 19:50:35,2020-11-22 19:55:04
1,finestra,2020-11-22 20:37:28,2020-11-22 20:54:57
1,chinol,2020-11-22 21:49:44,2020-11-22 22:15:10
1,chinol,2020-11-22 23:11:47,2020-11-22 23:39:36
1,finestra,2020-11-22 23:40:23,2020-11-23 02:40:38
1,finestra,2020-11-23 10:57:57,2020-11-23 11:35:12
1,chinol,2020-11-23 12:33:52,2020-11-23 13:49:00
1,chinol,2020-11-23 13:50:11,2020-11-23 14:02:42
1,finestra,2020-11-23 15:00:20,2020-11-23 15:28:45
1,chinol,2020-11-23 16:02:35,2020-11-23 16:51:45
1,chinol,2020-11-23 18:23:31,2020-11-23 18:34:16
1,finestra,2020-11-23 19:21:26,2020-11-23 21:01:59
1,finestra,2020-11-23 21:16:01,2020-11-23 21:32:34
1,chinol,2020-11-24 14:42:46,2020-11-24 15:41:45
1,finestra,2020-11-24 15:52:58,2020-11-24 17:12:21
1,chinol,2020-11-24 17:32:48,2020-11-24 19:30:08
1,chinol,2020-11-24 21:05:28,2020-11-24 21:32:45
1,chinol,2020-11-24 23:40:18,2020-11-25 00:30:29
1,finestra,2020-11-25 00:51:52,2020-11-25 01:16:18
1,finestra,2020-11-25 03:21:05,2020-11-25 04:10:28
1,chinol,2020-11-25 08:19:15,2020-11-25 08:23:38
1,chinol,2020-11-25 08:31:14,2020-11-25 10:18:21
1,finestra,2020-11-25 11:07:13,2020-11-25 12:54:05
1,finestra,2020-11-25 12:58:17,2020-11-25 13:49:02
1,chinol,2020-11-25 14:21:16,2020-11-25 16:05:52
1,finestra,2020-11-25 17:57:31,2020-11-25 18:02:41
1,finestra,2020-11-25 21:03:34,2020-11-25 22:02:15
1,chinol,2020-11-25 22:07:01,2020-11-25 23:32:02
1,finestra,2020-11-26 00:38:15,2020-11-26 01:37:14
1,finestra,2020-11-26 08:14:17,2020-11-26 09:10:47
1,chinol,2020-11-26 10:20:06,2020-11-26 12:23:07
1,chinol,2020-11-26 14:00:34,2020-11-26 15:28:36
1,chinol,2020-11-26 17:54:08,2020-11-26 19:42:15
1,finestra,2020-11-26 20:37:42,2020-11-26 20:42:45
1,finestra,2020-11-26 20:48:12,2020-11-26 21:41:15
1,chinol,2020-11-26 22:06:42,2020-11-26 23:25:11
1,finestra,2020-11-27 01:22:37,2020-11-27 01:56:25
1,finestra,2020-11-27 03:25:26,2020-11-27 04:26:17
1,finestra,2020-11-27 05:25:43,2020-11-27 05:26:40
1,chinol,2020-11-27 15:45:54,2020-11-27 16:22:08
1,finestra,2020-11-27 17:32:08,2020-11-27 19:22:52
1,chinol,2020-11-28 12:43:29,2020-11-28 13:30:16
1,chinol,2020-11-29 14:41:11,2020-11-29 15:57:10
1,chinol,2020-11-29 16:47:49,2020-11-29 18:42:20
1,finestra,2020-11-30 10:34:34,2020-11-30 13:21:41
1,chinol,2020-11-30 15:07:51,2020-11-30 15:52:54
1,chinol,2020-11-30 16:32:12,2020-11-30 17:20:24
1,chinol,2020-11-30 19:50:23,2020-11-30 20:50:03
1,chinol,2020-11-30 22:50:32,2020-11-30 23:10:43
1,chinol,2020-12-01 00:09:16,2020-12-01 00:52:51
1,chinol,2020-12-01 02:19:10,2020-12-01 04:02:15
1,finestra,2020-12-01 05:34:58,2020-12-01 06:30:56
1,chinol,2020-12-01 07:07:49,2020-12-01 08:41:01
1,chinol,2020-12-01 07:48:13,2020-12-01 07:50:39
1,chinol,2020-12-01 08:04:54,2020-12-01 10:04:10
1,finestra,2020-12-01 11:01:18,2020-12-01 11:58:39
1,finestra,2020-12-01 14:51:32,2020-12-01 15:51:54
1,finestra,2020-12-01 17:14:23,2020-12-01 18:48:55
1,chinol,2020-12-01 20:27:29,2020-12-01 23:27:25
1,finestra,2020-12-02 00:01:13,2020-12-02 00:16:19
1,finestra,2020-12-02 01:12:48,2020-12-02 03:13:50
1,chinol,2020-12-02 04:06:10,2020-12-02 04:36:04
1,finestra,2020-12-02 05:35:27,2020-12-02 06:08:54
2,chinol,2020-10-01 12:17:33,2020-10-01 13:56:14
2,finestra,2020-10-01 14:42:16,2020-10-01 17:40:01
2,chinol,2020-10-01 18:43:32,2020-10-01 19:02:13
2,chinol,2020-10-01 19:47:10,2020-10-01 21:38:03
2,chinol,2020-10-01 21:52:14,2020-10-01 21:52:39
2,finestra,2020-10-01 22:05:49,2020-10-01 22:39:52
2,finestra,2020-10-02 00:34:22,2020-10-02 02:26:00
2,finestra,2020-10-02 13:28:50,2020-10-02 14:27:14
2,finestra,2020-10-02 14:44:47,2020-10-02 15:42:59
2,finestra,2020-10-02 17:04:27,2020-10-02 17:52:15
2,chinol,2020-10-02 18:44:16,2020-10-02 19:00:13
2,chinol,2020-10-02 20:20:54,2020-10-02 20:33:13
2,finestra,2020-10-02 21:43:45,2020-10-02 22:36:17
2,chinol,2020-10-02 23:18:48,2020-10-03 00:27:12
2,chinol,2020-10-03 14:37:27,2020-10-03 16:11:15
2,finestra,2020-10-03 17:52:14,2020-10-03 18:19:05
2,chinol,2020-10-03 20:07:07,2020-10-03 20:51:29
2,chinol,2020-10-03 22:31:18,2020-10-03 23:54:37
2,chinol,2020-10-04 11:01:15,2020-10-04 11:12:45
2,chinol,2020-10-04 12:06:30,2020-10-04 13:03:25
2,finestra,2020-10-04 13:04:15,2020-10-04 15:20:29
2,finestra,2020-10-04 15:33:28,2020-10-04 15:36:13
2,finestra,2020-10-05 12:35:52,2020-10-05 14:02:40
2,chinol,2020-10-06 14:22:22,2020-10-06 14:32:54
2,chinol,2020-10-06 16:33:20,2020-10-06 16:51:47
2,finestra,2020-10-06 18:00:28,2020-10-06 18:20:55
2,chinol,2020-10-06 19:41:24,2020-10-06 21:19:35
2,chinol,2020-10-06 22:15:36,2020-10-07 00:46:42
2,chinol,2020-10-07 02:21:56,2020-10-07 02:58:25
2,chinol,2020-10-07 04:23:18,2020-10-07 04:33:00
2,finestra,2020-10-07 04:41:46,2020-10-07 04:52:15
2,finestra,2020-10-07 06:25:52,2020-10-07 07:25:50
2,finestra,2020-10-07 13:03:51,2020-10-07 15:47:34
