UserId,PoisName,EnterTime,ExitTime,Duration
1,finestra,2020-10-13T11:22:36,2020-10-13T11:56:29,PT33M53S
1,finestra,2020-10-13T13:37:37,2020-10-13T14:14:03,PT36M26S
1,chinol,2020-10-13T14:49:18,2020-10-13T15:05:01,PT15M43S
1,chinol,2020-10-13T15:26:06,2020-10-13T16:01:43,PT35M37S
1,chinol,2020-10-13T16:18:40,2020-10-13T16:23:27,PT4M47S
1,chinol,2020-10-13T16:37:08,2020-10-13T17:44:19,PT1H7M11S
1,chinol,2020-10-13T18:14:07,2020-10-13T18:33:12,PT19M5S
1,finestra,2020-10-13T19:09:02,2020-10-13T19:38:31,PT29M29S
1,chinol,2020-10-13T21:39:09,2020-10-13T23:27:21,PT1H48M12S
1,chinol,2020-10-14T11:43:11,2020-10-14T13:30:28,PT1H47M17S
1,chinol,2020-10-14T14:23:42,2020-10-14T15:02:59,PT39M17S
1,finestra,2020-10-14T15:29:46,2020-10-14T16:17:17,PT47M31S
1,finestra,2020-10-14T16:46:12,2020-10-14T17:44:57,PT58M45S
1,chinol,2020-10-14T19:44:01,2020-10-14T19:56:57,PT12M56S
1,finestra,2020-10-14T21:30:13,2020-10-14T22:12:40,PT42M27S
1,chinol,2020-10-15T09:03:34,2020-10-15T10:38:46,PT1H35M12S
1,finestra,2020-10-15T12:10:50,2020-10-15T14:15:02,PT2H4M12S
1,chinol,2020-10-15T15:48:45,2020-10-15T17:24:17,PT1H35M32S
1,chinol,2020-10-15T18:17:03,2020-10-15T18:33:26,PT16M23S
1,chinol,2020-10-15T18:42:26,2020-10-15T19:45:38,PT1H3M12S
1,finestra,2020-10-15T20:36:44,2020-10-15T21:39:33,PT1H2M49S
1,chinol,2020-10-15T22:32:38,2020-10-16T01:14:15,PT2H41M37S
1,finestra,2020-10-16T11:40:55,2020-10-16T13:33:52,PT1H52M57S
1,finestra,2020-10-16T14:16:44,2020-10-16T14:33:58,PT17M14S
1,finestra,2020-10-16T14:50:42,2020-10-16T15:20:59,PT30M17S
1,chinol,2020-10-17T11:06:40,2020-10-17T11:39:45,PT33M5S
1,chinol,2020-10-17T12:29:47,2020-10-17T14:57:31,PT2H27M44S
1,finestra,2020-10-18T14:29:48,2020-10-18T15:48:42,PT1H18M54S
1,finestra,2020-10-18T16:10:43,2020-10-18T16:33:57,PT23M14S
1,chinol,2020-10-18T18:03:46,2020-10-18T19:04:00,PT1H14S
1,chinol,2020-10-18T21:31:47,2020-10-18T22:01:39,PT29M52S
1,chinol,2020-10-19T00:34:30,2020-10-19T01:24:39,PT50M9S
1,chinol,2020-10-19T03:57:28,2020-10-19T04:21:32,PT24M4S
1,chinol,2020-10-19T08:25:28,2020-10-19T09:35:36,PT1H10M8S
1,chinol,2020-10-19T10:27:46,2020-10-19T10:55:25,PT27M39S
1,finestra,2020-10-19T12:24:10,2020-10-19T13:40:58,PT1H16M48S
1,chinol,2020-10-19T14:58:54,2020-10-19T16:34:47,PT1H35M53S
1,finestra,2020-10-19T17:44:42,2020-10-19T18:26:38,PT41M56S
1,finestra,2020-10-19T18:43:03,2020-10-19T20:12:54,PT1H29M51S
1,finestra,2020-10-19T20:56:31,2020-10-19T22:07:47,PT1H11M16S
1,chinol,2020-10-19T22:58:06,2020-10-20T00:16:09,PT1H18M3S
1,chinol,2020-10-20T07:00:45,2020-10-20T09:26:29,PT2H25M44S
1,finestra,2020-10-20T10:27:03,2020-10-20T11:20:36,PT53M33S
1,finestra,2020-10-20T11:32:21,2020-10-20T11:34:12,PT1M51S
1,finestra,2020-10-21T14:46:54,2020-10-21T15:14:54,PT28M
1,chinol,2020-10-21T15:27:04,2020-10-21T16:25:28,PT58M24S
1,chinol,2020-10-21T17:10:24,2020-10-21T17:26:34,PT16M10S
1,finestra,2020-10-21T17:27:14,2020-10-21T17:33:40,PT6M26S
1,chinol,2020-10-21T19:47:46,2020-10-21T21:12:11,PT1H24M25S
1,chinol,2020-10-21T23:10:07,2020-10-21T23:39:12,PT29M5S
1,finestra,2020-10-22T14:06:50,2020-10-22T15:20:32,PT1H13M42S
1,chinol,2020-10-22T15:33:31,2020-10-22T17:24:23,PT1H50M52S
1,finestra,2020-10-22T17:41:03,2020-10-22T20:18:53,PT2H37M50S
1,finestra,2020-10-22T21:36:47,2020-10-22T23:22:15,PT1H45M28S
1,finestra,2020-10-23T00:30:23,2020-10-23T02:29:23,PT1H59M
1,chinol,2020-10-23T03:06:03,2020-10-23T05:32:17,PT2H26M14S
1,finestra,2020-10-23T06:13:35,2020-10-23T07:20:54,PT1H7M19S
1,chinol,2020-10-23T12:04:41,2020-10-23T13:34:12,PT1H29M31S
1,finestra,2020-10-23T14:21:42,2020-10-23T16:11:52,PT1H50M10S
1,chinol,2020-10-23T17:05:10,2020-10-23T18:18:53,PT1H13M43S
1,chinol,2020-10-23T18:39:58,2020-10-23T19:01:54,PT21M56S
1,finestra,2020-10-23T19:24:11,2020-10-23T21:21:12,PT1H57M1S
1,finestra,2020-10-23T21:57:44,2020-10-23T22:53:22,PT55M38S
1,chinol,2020-10-24T00:30:46,2020-10-24T01:58:08,PT1H27M22S
1,chinol,2020-10-24T02:03:26,2020-10-24T02:33:17,PT29M51S
1,chinol,2020-10-24T02:53:32,2020-10-24T03:53:44,PT1H12S
1,chinol,2020-10-24T13:19:55,2020-10-24T13:48:11,PT28M16S
1,chinol,2020-10-24T14:27:03,2020-10-24T15:23:31,PT56M28S
1,finestra,2020-10-24T17:06:59,2020-10-24T17:43:41,PT36M42S
1,finestra,2020-10-24T18:40:07,2020-10-24T18:59:48,PT19M41S
1,chinol,2020-10-24T20:00:01,2020-10-24T20:41:12,PT41M11S
1,finestra,2020-10-24T21:00:29,2020-10-24T21:33:53,PT33M24S
1,finestra,2020-10-25T12:26:44,2020-10-25T13:58:37,PT1H31M53S
1,finestra,2020-10-25T14:46:23,2020-10-25T15:39:23,PT53M
1,finestra,2020-10-25T17:14:09,2020-10-25T18:37:53,PT1H23M44S
1,finestra,2020-10-26T12:59:01,2020-10-26T14:03:49,PT1H4M48S
1,chinol,2020-10-26T15:07:07,2020-10-26T15:46:05,PT38M58S
1,chinol,2020-10-26T17:18:03,2020-10-26T18:53:21,PT1H35M18S
1,chinol,2020-10-26T19:40:28,2020-10-26T21:28:48,PT1H48M20S
1,chinol,2020-10-26T21:46:37,2020-10-27T00:33:44,PT2H47M7S
1,chinol,2020-10-27T07:50:06,2020-10-27T08:24:11,PT34M5S
1,chinol,2020-10-27T08:46:03,2020-10-27T10:39:57,PT1H53M54S
1,finestra,2020-10-27T12:14:07,2020-10-27T13:29:11,PT1H15M4S
1,finestra,2020-10-27T13:50:37,2020-10-27T15:03:21,PT1H12M44S
1,chinol,2020-10-27T17:36:16,2020-10-27T18:57:50,PT1H21M34S
1,finestra,2020-10-27T20:46:18,2020-10-27T21:35:53,PT49M35S
1,chinol,2020-10-27T21:48:33,2020-10-27T22:36:51,PT48M18S
1,chinol,2020-10-27T22:39:44,2020-10-27T22:49:06,PT9M22S
1,chinol,2020-10-28T00:00:28,2020-10-28T00:25:01,PT24M33S
1,chinol,2020-10-28T13:34:41,2020-10-28T14:11:25,PT36M44S
1,chinol,2020-10-28T14:36:25,2020-10-28T17:34:23,PT2H57M58S
1,finestra,2020-10-28T18:48:35,2020-10-28T19:44:34,PT55M59S
1,chinol,2020-10-29T13:02:11,2020-10-29T14:23:42,PT1H21M31S
1,chinol,2020-10-29T14:29:23,2020-10-29T14:35:00,PT5M37S
1,chinol,2020-10-29T16:15:06,2020-10-29T16:43:43,PT28M37S
1,finestra,2020-10-29T17:40:19,2020-10-29T20:31:27,PT2H51M8S
1,finestra,2020-10-29T23:28:04,2020-10-30T00:06:51,PT38M47S
1,chinol,2020-10-30T00:27:09,2020-10-30T02:05:48,PT1H38M39S
1,chinol,2020-10-30T04:41:28,2020-10-30T05:07:55,PT26M27S
1,finestra,2020-10-30T05:52:50,2020-10-30T06:16:27,PT23M37S
1,chinol,2020-10-30T09:18:24,2020-10-30T11:38:44,PT2H20M20S
1,finestra,2020-10-30T12:33:13,2020-10-30T14:03:38,PT1H30M25S
1,finestra,2020-10-30T14:12:08,2020-10-30T16:01:02,PT1H48M54S
1,finestra,2020-10-30T17:24:28,2020-10-30T17:49:06,PT24M38S
1,chinol,2020-10-30T19:14:03,2020-10-30T19:57:04,PT43M1S
1,finestra,2020-10-30T20:48:29,2020-10-30T21:01:16,PT12M47S
1,finestra,2020-10-30T22:09:31,2020-10-30T22:37:03,PT27M32S
1,finestra,2020-10-30T22:38:19,2020-10-30T23:43:46,PT1H5M27S
1,finestra,2020-10-30T23:51:05,2020-10-31T00:21:35,PT30M30S
1,chinol,2020-10-31T01:35:41,2020-10-31T03:28:14,PT1H52M33S
1,finestra,2020-10-31T10:32:30,2020-10-31T10:49:14,PT16M44S
1,chinol,2020-10-31T11:20:11,2020-10-31T11:38:40,PT18M29S
1,chinol,2020-10-31T12:19:13,2020-10-31T12:42:11,PT22M58S
1,finestra,2020-10-31T14:22:45,2020-10-31T14:54:36,PT31M51S
1,finestra,2020-10-31T16:29:44,2020-10-31T18:05:24,PT1H35M40S
1,finestra,2020-10-31T18:25:17,2020-10-31T18:50:59,PT25M42S
1,finestra,2020-10-31T19:21:26,2020-10-31T21:53:05,PT2H31M39S
1,chinol,2020-11-01T00:18:54,2020-11-01T02:50:06,PT2H31M12S
1,chinol,2020-11-01T08:15:59,2020-11-01T09:32:00,PT1H16M1S
1,finestra,2020-11-01T09:45:57,2020-11-01T10:21:50,PT35M53S
1,finestra,2020-11-01T11:06:25,2020-11-01T12:09:13,PT1H2M48S
1,finestra,2020-11-01T12:26:44,2020-11-01T13:15:58,PT49M14S
1,chinol,2020-11-01T13:17:00,2020-11-01T13:51:14,PT34M14S
1,finestra,2020-11-02T14:53:52,2020-11-02T15:26:29,PT32M37S
1,finestra,2020-11-03T13:19:53,2020-11-03T15:45:24,PT2H25M31S
1,finestra,2020-11-03T18:34:39,2020-11-03T18:55:07,PT20M28S
1,chinol,2020-11-04T14:39:36,2020-11-04T15:27:33,PT47M57S
1,chinol,2020-11-04T15:47:26,2020-11-04T16:18:54,PT31M28S
1,finestra,2020-11-04T16:54:19,2020-11-04T19:00:15,PT2H5M56S
1,finestra,2020-11-04T20:52:02,2020-11-04T21:25:10,PT33M8S
1,finestra,2020-11-04T23:04:36,2020-11-05T01:12:41,PT2H8M5S
1,chinol,2020-11-05T03:01:47,2020-11-05T03:38:46,PT36M59S
1,chinol,2020-11-05T11:51:03,2020-11-05T12:30:34,PT39M31S
1,finestra,2020-11-05T13:47:15,2020-11-05T14:35:55,PT48M40S
1,chinol,2020-11-05T14:41:31,2020-11-05T15:24:45,PT43M14S
1,chinol,2020-11-05T16:31:53,2020-11-05T16:44:46,PT12M53S
1,finestra,2020-11-05T19:26:58,2020-11-05T19:30:45,PT3M47S
1,chinol,2020-11-05T20:40:00,2020-11-05T22:38:39,PT1H58M39S
1,chinol,2020-11-06T01:27:31,2020-11-06T02:07:21,PT39M50S
1,finestra,2020-11-06T02:31:21,2020-11-06T02:46:32,PT15M11S
1,finestra,2020-11-06T04:09:45,2020-11-06T04:28:37,PT18M52S
1,chinol,2020-11-06T15:10:21,2020-11-06T16:07:57,PT57M36S
1,chinol,2020-11-06T16:51:48,2020-11-06T18:17:59,PT1H26M11S
1,finestra,2020-11-06T18:38:59,2020-11-06T18:56:16,PT17M17S
1,chinol,2020-11-06T20:41:08,2020-11-06T21:15:48,PT34M40S
1,finestra,2020-11-06T21:16:22,2020-11-06T22:07:22,PT51M
1,finestra,2020-11-06T23:07:16,2020-11-07T00:30:11,PT1H22M55S
1,chinol,2020-11-07T01:14:26,2020-11-07T02:38:30,PT1H24M4S
1,finestra,2020-11-07T04:39:10,2020-11-07T04:54:15,PT15M5S
1,finestra,2020-11-07T04:55:55,2020-11-07T05:01:10,PT5M15S
1,chinol,2020-11-07T15:01:09,2020-11-07T15:24:45,PT23M36S
1,finestra,2020-11-07T16:03:01,2020-11-07T18:00:45,PT1H57M44S
1,chinol,2020-11-07T18:56:16,2020-11-07T20:21:42,PT1H25M26S
1,chinol,2020-11-07T20:32:24,2020-11-07T23:13:50,PT2H41M26S
1,chinol,2020-11-07T23:26:11,2020-11-08T01:24:13,PT1H58M2S
1,finestra,2020-11-08T01:32:19,2020-11-08T02:32:59,PT1H40S
1,chinol,2020-11-08T04:15:37,2020-11-08T05:49:39,PT1H34M2S
1,finestra,2020-11-08T05:50:20,2020-11-08T06:34:16,PT43M56S
1,chinol,2020-11-08T08:50:57,2020-11-08T09:47:15,PT56M18S
1,chinol,2020-11-08T10:08:40,2020-11-08T10:59:22,PT50M42S
1,chinol,2020-11-08T09:53:37,2020-11-08T10:15:57,PT22M20S
1,finestra,2020-11-08T10:16:58,2020-11-08T11:01:18,PT44M20S
1,chinol,2020-11-08T11:58:21,2020-11-08T13:21:58,PT1H23M37S
1,finestra,2020-11-08T13:52:21,2020-11-08T16:36:33,PT2H44M12S
1,finestra,2020-11-08T16:56:14,2020-11-08T18:30:53,PT1H34M39S
1,chinol,2020-11-09T11:59:48,2020-11-09T13:42:54,PT1H43M6S
1,chinol,2020-11-09T15:22:35,2020-11-09T16:04:51,PT42M16S
1,finestra,2020-11-09T17:13:07,2020-11-09T17:51:17,PT38M10S
1,finestra,2020-11-09T18:42:38,2020-11-09T20:59:51,PT2H17M13S
1,finestra,2020-11-09T21:30:56,2020-11-09T22:08:18,PT37M22S
1,chinol,2020-11-09T22:08:25,2020-11-09T22:32:11,PT23M46S
1,chinol,2020-11-10T00:29:16,2020-11-10T00:48:08,PT18M52S
1,finestra,2020-11-10T01:30:02,2020-11-10T01:39:08,PT9M6S
1,finestra,2020-11-10T01:51:40,2020-11-10T03:51:15,PT1H59M35S
1,chinol,2020-11-10T15:48:34,2020-11-10T16:10:25,PT21M51S
1,finestra,2020-11-10T17:05:41,2020-11-10T17:22:27,PT16M46S
1,chinol,2020-11-10T17:56:19,2020-11-10T18:13:05,PT16M46S
1,chinol,2020-11-10T20:43:10,2020-11-10T21:23:38,PT40M28S
1,finestra,2020-11-10T22:17:27,2020-11-10T22:38:03,PT20M36S
1,finestra,2020-11-10T22:42:26,2020-11-10T23:20:15,PT37M49S
1,chinol,2020-11-11T00:12:13,2020-11-11T01:08:59,PT56M46S
1,chinol,2020-11-11T11:38:45,2020-11-11T12:33:43,PT54M58S
1,finestra,2020-11-12T12:48:54,2020-11-12T13:38:21,PT49M27S
1,chinol,2020-11-12T15:40:09,2020-11-12T15:56:42,PT16M33S
1,chinol,2020-11-12T17:09:34,2020-11-12T17:21:02,PT11M28S
1,chinol,2020-11-12T18:03:23,2020-11-12T18:33:29,PT30M6S
1,finestra,2020-11-12T19:31:38,2020-11-12T19:40:15,PT8M37S
1,finestra,2020-11-12T20:21:52,2020-11-12T21:23:35,PT1H1M43S
1,finestra,2020-11-12T22:00:46,2020-11-12T22:36:48,PT36M2S
1,chinol,2020-11-13T14:14:02,2020-11-13T14:27:25,PT13M23S
1,finestra,2020-11-14T10:21:00,2020-11-14T10:57:52,PT36M52S
1,chinol,2020-11-14T11:51:21,2020-11-14T11:58:30,PT7M9S
1,chinol,2020-11-14T12:01:39,2020-11-14T14:28:55,PT2H27M16S
1,finestra,2020-11-14T15:02:56,2020-11-14T15:05:07,PT2M11S
1,finestra,2020-11-15T13:37:19,2020-11-15T13:40:19,PT3M
1,chinol,2020-11-15T15:43:23,2020-11-15T15:48:59,PT5M36S
1,finestra,2020-11-15T16:49:24,2020-11-15T17:23:47,PT34M23S
1,chinol,2020-11-15T19:26:38,2020-11-15T22:19:44,PT2H53M6S
1,chinol,2020-11-15T22:54:36,2020-11-15T23:38:47,PT44M11S
1,finestra,2020-11-16T01:19:16,2020-11-16T02:20:58,PT1H1M42S
1,chinol,2020-11-16T05:13:49,2020-11-16T05:56:19,PT42M30S
1,finestra,2020-11-16T06:08:38,2020-11-16T06:30:50,PT22M12S
1,finestra,2020-11-16T06:54:42,2020-11-16T07:49:53,PT55M11S
1,chinol,2020-11-16T09:43:46,2020-11-16T10:04:51,PT21M5S
1,finestra,2020-11-16T08:52:37,2020-11-16T10:43:31,PT1H50M54S
1,finestra,2020-11-16T11:13:04,2020-11-16T11:13:13,PT9S
1,chinol,2020-11-16T11:42:53,2020-11-16T12:14:49,PT31M56S
1,finestra,2020-11-16T15:06:21,2020-11-16T16:31:29,PT1H25M8S
1,finestra,2020-11-16T17:28:19,2020-11-16T17:34:07,PT5M48S
1,finestra,2020-11-17T15:21:10,2020-11-17T15:42:03,PT20M53S
1,chinol,2020-11-17T16:42:28,2020-11-17T19:29:19,PT2H46M51S
1,chinol,2020-11-17T19:38:32,2020-11-17T20:38:02,PT59M30S
1,finestra,2020-11-17T20:44:18,2020-11-17T20:57:37,PT13M19S
1,chinol,2020-11-17T23:55:07,2020-11-18T02:52:24,PT2H57M17S
1,chinol,2020-11-18T09:10:57,2020-11-18T10:03:00,PT52M3S
1,finestra,2020-11-18T11:52:08,2020-11-18T12:48:34,PT56M26S
1,chinol,2020-11-18T13:17:43,2020-11-18T14:10:51,PT53M8S
1,chinol,2020-11-18T15:04:59,2020-11-18T16:15:12,PT1H10M13S
1,finestra,2020-11-18T17:07:39,2020-11-18T17:13:51,PT6M12S
1,chinol,2020-11-18T18:32:21,2020-11-18T19:09:11,PT36M50S
1,finestra,2020-11-18T19:24:21,2020-11-18T22:05:56,PT2H41M35S
1,finestra,2020-11-18T22:40:12,2020-11-18T23:25:05,PT44M53S
1,finestra,2020-11-19T00:42:58,2020-11-19T00:51:03,PT8M5S
1,finestra,2020-11-19T03:40:58,2020-11-19T03:56:16,PT15M18S
1,finestra,2020-11-19T10:27:01,2020-11-19T12:58:30,PT2H31M29S
1,finestra,2020-11-19T13:16:11,2020-11-19T13:29:46,PT13M35S
1,finestra,2020-11-19T13:41:02,2020-11-19T16:18:14,PT2H37M12S
1,finestra,2020-11-19T17:04:19,2020-11-19T18:58:10,PT1H53M51S
1,chinol,2020-11-19T20:00:02,2020-11-19T20:02:34,PT2M32S
1,chinol,2020-11-19T20:31:29,2020-11-19T20:57:52,PT26M23S
1,chinol,2020-11-19T23:18:53,2020-11-19T23:55:54,PT37M1S
1,chinol,2020-11-20T10:43:34,2020-11-20T11:01:34,PT18M
1,chinol,2020-11-20T11:34:32,2020-11-20T11:58:32,PT24M
1,chinol,2020-11-20T12:53:41,2020-11-20T12:58:43,PT5M2S
1,chinol,2020-11-20T14:46:49,2020-11-20T16:43:41,PT1H56M52S
1,chinol,2020-11-20T17:33:02,2020-11-20T18:50:13,PT1H17M11S
1,chinol,2020-11-20T19:48:39,2020-11-20T20:22:18,PT33M39S
1,finestra,2020-11-20T20:28:10,2020-11-20T20:38:42,PT10M32S
1,finestra,2020-11-20T22:28:26,2020-11-20T23:29:06,PT1H40S
1,finestra,2020-11-21T07:08:47,2020-11-21T08:40:56,PT1H32M9S
1,finestra,2020-11-21T09:43:10,2020-11-21T09:56:58,PT13M48S
1,chinol,2020-11-21T10:06:23,2020-11-21T11:04:37,PT58M14S
1,chinol,2020-11-22T07:34:04,2020-11-22T07:35:56,PT1M52S
1,chinol,2020-11-22T08:28:21,2020-11-22T09:15:30,PT47M9S
1,finestra,2020-11-22T10:29:45,2020-11-22T12:03:49,PT1H34M4S
1,finestra,2020-11-22T12:24:37,2020-11-22T12:25:02,PT25S
1,chinol,2020-11-22T13:38:32,2020-11-22T13:48:08,PT9M36S
1,finestra,2020-11-23T13:23:08,2020-11-23T13:48:04,PT24M56S
1,finestra,2020-11-23T15:45:39,2020-11-23T16:51:16,PT1H5M37S
1,chinol,2020-11-24T14:50:38,2020-11-24T15:19:48,PT29M10S
1,finestra,2020-11-24T17:18:22,2020-11-24T18:42:44,PT1H24M22S
1,chinol,2020-11-24T19:26:00,2020-11-24T19:41:54,PT15M54S
1,finestra,2020-11-25T13:17:26,2020-11-25T13:51:40,PT34M14S
1,finestra,2020-11-25T16:42:40,2020-11-25T17:13:40,PT31M
1,chinol,2020-11-25T18:13:50,2020-11-25T19:00:21,PT46M31S
1,chinol,2020-11-25T19:26:02,2020-11-25T19:51:20,PT25M18S
1,chinol,2020-11-25T19:57:03,2020-11-25T21:13:37,PT1H16M34S
1,chinol,2020-11-25T23:54:26,2020-11-26T02:40:47,PT2H46M21S
1,finestra,2020-11-26T02:42:59,2020-11-26T03:03:17,PT20M18S
1,chinol,2020-11-26T03:17:10,2020-11-26T04:17:34,PT1H24S
1,finestra,2020-11-26T04:54:23,2020-11-26T07:01:31,PT2H7M8S
1,chinol,2020-11-26T08:42:40,2020-11-26T11:25:08,PT2H42M28S
1,finestra,2020-11-26T13:38:33,2020-11-26T15:30:28,PT1H51M55S
1,chinol,2020-11-26T16:24:34,2020-11-26T16:57:23,PT32M49S
1,finestra,2020-11-26T18:13:01,2020-11-26T19:06:43,PT53M42S
1,finestra,2020-11-26T20:25:20,2020-11-26T23:12:17,PT2H46M57S
1,chinol,2020-11-27T01:36:39,2020-11-27T03:34:33,PT1H57M54S
1,finestra,2020-11-27T05:19:00,2020-11-27T06:18:21,PT59M21S
1,finestra,2020-11-27T06:28:12,2020-11-27T08:27:52,PT1H59M40S
1,finestra,2020-11-27T12:30:14,2020-11-27T13:56:45,PT1H26M31S
1,finestra,2020-11-27T15:00:47,2020-11-27T16:58:25,PT1H57M38S
1,finestra,2020-11-28T09:44:22,2020-11-28T10:31:03,PT46M41S
1,chinol,2020-11-28T11:37:46,2020-11-28T13:28:20,PT1H50M34S
1,finestra,2020-11-28T14:21:04,2020-11-28T15:23:08,PT1H2M4S
1,chinol,2020-11-28T16:50:24,2020-11-28T18:29:33,PT1H39M9S
1,finestra,2020-11-28T21:00:20,2020-11-28T23:28:52,PT2H28M32S
1,finestra,2020-11-29T00:28:16,2020-11-29T01:29:29,PT1H1M13S
1,finestra,2020-11-29T01:33:09,2020-11-29T01:41:50,PT8M41S
1,chinol,2020-11-29T02:31:51,2020-11-29T03:47:44,PT1H15M53S
1,chinol,2020-11-29T09:41:38,2020-11-29T10:27:34,PT45M56S
1,chinol,2020-11-30T07:44:35,2020-11-30T10:39:18,PT2H54M43S
1,finestra,2020-11-30T12:46:54,2020-11-30T13:03:28,PT16M34S
1,chinol,2020-11-30T13:57:18,2020-11-30T14:49:11,PT51M53S
1,chinol,2020-12-01T07:07:58,2020-12-01T09:45:16,PT2H37M18S
1,finestra,2020-12-01T11:43:40,2020-12-01T12:43:16,PT59M36S
1,chinol,2020-12-01T13:09:19,2020-12-01T13:26:19,PT17M
1,finestra,2020-12-01T13:50:49,2020-12-01T15:06:03,PT1H15M14S
1,chinol,2020-12-01T15:25:49,2020-12-01T15:33:40,PT7M51S
1,chinol,2020-12-01T16:07:57,2020-12-01T17:12:46,PT1H4M49S
1,chinol,2020-12-01T17:59:52,2020-12-01T18:48:00,PT48M8S
1,chinol,2020-12-01T20:22:15,2020-12-01T20:48:50,PT26M35S
1,chinol,2020-12-01T21:34:42,2020-12-01T23:05:22,PT1H30M40S
2,finestra,2020-10-01T13:10:19,2020-10-01T13:52:39,PT42M20S
2,finestra,2020-10-01T15:34:15,2020-10-01T16:16:59,PT42M44S
2,chinol,2020-10-02T12:58:28,2020-10-02T15:55:47,PT2H57M19S
